Year,SourcePDF,Team,Player,Pos,G,AB,R,H,2B,3B,HR,SB,SH,RBI,PO,A,E,Pct
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Hardiman,1b,4,17,4,8,1,1,1,0,0,3,37,1,0,0.471
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Burdex,c,4,16,2,7,0,0,1,2,0,6,21,4,1,0.438
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Hays,cf,4,15,3,4,0,0,0,0,1,5,5,1,0,0.267
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Blair,2b,4,13,3,3,0,0,0,0,2,2,8,16,2,0.231
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Lodes,rf-p,4,9,2,2,1,1,0,0,0,2,3,1,1,0.222
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Thompson,ss,4,15,1,3,0,0,0,0,0,2,12,13,1,0.2
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Cheatwood,rf-lf,4,9,2,1,0,0,0,0,0,0,2,1,0,0.111
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Deffenbaugh,rf,1,2,1,0,0,0,0,0,1,0,2,1,0,0.0
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Davis,3b,4,13,1,0,0,0,0,0,0,0,3,10,1,0.0
1966,1966 NBC player stats OCR.pdf,Enid (OK) Dodgers,Hewitt,lf,4,11,3,0,0,0,0,2,2,0,8,1,1,0.0
